"","recording","site_name","playlist","time","date","MANUAL_MATCH","template","threshold","identifikators","PM_MATCH","validated_fragment"
"5325","20250824_053000.WAV","10_ZdzE06_KZP","10_ZdzE06_KZP_480_part_1",05:30:00,2025-08-24,0,"1.0 sec","0.3","10_ZdzE06_KZP_480_part_1_2025-08-24_05:30:00_1.0 sec_0.3",NA,NA
"5326","20250824_053000.WAV","10_ZdzE06_KZP","10_ZdzE06_KZP_480_part_1",05:30:00,2025-08-24,0,"2.0 sec","0.1","10_ZdzE06_KZP_480_part_1_2025-08-24_05:30:00_2.0 sec_0.1",NA,NA
"5327","20250824_053000.WAV","10_ZdzE06_KZP","10_ZdzE06_KZP_480_part_1",05:30:00,2025-08-24,0,"2.0 sec","0.2","10_ZdzE06_KZP_480_part_1_2025-08-24_05:30:00_2.0 sec_0.2",NA,NA
"5328","20250824_053000.WAV","10_ZdzE06_KZP","10_ZdzE06_KZP_480_part_1",05:30:00,2025-08-24,0,"2.0 sec","0.3","10_ZdzE06_KZP_480_part_1_2025-08-24_05:30:00_2.0 sec_0.3",NA,NA
"5329","20250824_053000.WAV","2_AiAu09_DA","2_AiAu09_DA_480_part_1",05:30:00,2025-08-24,0,"0.5 sec","0.1","2_AiAu09_DA_480_part_1_2025-08-24_05:30:00_0.5 sec_0.1",NA,NA
"5330","20250824_053000.WAV","2_AiAu09_DA","2_AiAu09_DA_480_part_1",05:30:00,2025-08-24,0,"0.5 sec","0.2","2_AiAu09_DA_480_part_1_2025-08-24_05:30:00_0.5 sec_0.2",NA,NA
"5331","20250824_053000.WAV","2_AiAu09_DA","2_AiAu09_DA_480_part_1",05:30:00,2025-08-24,0,"0.5 sec","0.3","2_AiAu09_DA_480_part_1_2025-08-24_05:30:00_0.5 sec_0.3",NA,NA
"5332","20250824_053000.WAV","2_AiAu09_DA","2_AiAu09_DA_480_part_1",05:30:00,2025-08-24,0,"1.0 sec","0.1","2_AiAu09_DA_480_part_1_2025-08-24_05:30:00_1.0 sec_0.1",NA,NA
"5333","20250824_053000.WAV","2_AiAu09_DA","2_AiAu09_DA_480_part_1",05:30:00,2025-08-24,0,"1.0 sec","0.2","2_AiAu09_DA_480_part_1_2025-08-24_05:30:00_1.0 sec_0.2",NA,NA
"5334","20250824_053000.WAV","2_AiAu09_DA","2_AiAu09_DA_480_part_1",05:30:00,2025-08-24,0,"1.0 sec","0.3","2_AiAu09_DA_480_part_1_2025-08-24_05:30:00_1.0 sec_0.3",NA,NA
"5335","20250824_053000.WAV","2_AiAu09_DA","2_AiAu09_DA_480_part_1",05:30:00,2025-08-24,0,"2.0 sec","0.1","2_AiAu09_DA_480_part_1_2025-08-24_05:30:00_2.0 sec_0.1",NA,NA
"5336","20250824_053000.WAV","2_AiAu09_DA","2_AiAu09_DA_480_part_1",05:30:00,2025-08-24,0,"2.0 sec","0.2","2_AiAu09_DA_480_part_1_2025-08-24_05:30:00_2.0 sec_0.2",NA,NA
"5337","20250824_053000.WAV","2_AiAu09_DA","2_AiAu09_DA_480_part_1",05:30:00,2025-08-24,0,"2.0 sec","0.3","2_AiAu09_DA_480_part_1_2025-08-24_05:30:00_2.0 sec_0.3",NA,NA
"5338","20250824_053000.WAV","3_AiAu06_DA","3_AiAu06_DA_480_part_1",05:30:00,2025-08-24,0,"0.5 sec","0.1","3_AiAu06_DA_480_part_1_2025-08-24_05:30:00_0.5 sec_0.1",NA,NA
"5339","20250824_053000.WAV","3_AiAu06_DA","3_AiAu06_DA_480_part_1",05:30:00,2025-08-24,0,"0.5 sec","0.2","3_AiAu06_DA_480_part_1_2025-08-24_05:30:00_0.5 sec_0.2",NA,NA
"5340","20250824_053000.WAV","3_AiAu06_DA","3_AiAu06_DA_480_part_1",05:30:00,2025-08-24,0,"0.5 sec","0.3","3_AiAu06_DA_480_part_1_2025-08-24_05:30:00_0.5 sec_0.3",NA,NA
"5341","20250824_053000.WAV","3_AiAu06_DA","3_AiAu06_DA_480_part_1",05:30:00,2025-08-24,0,"1.0 sec","0.1","3_AiAu06_DA_480_part_1_2025-08-24_05:30:00_1.0 sec_0.1",NA,NA
"5342","20250824_053000.WAV","3_AiAu06_DA","3_AiAu06_DA_480_part_1",05:30:00,2025-08-24,0,"1.0 sec","0.2","3_AiAu06_DA_480_part_1_2025-08-24_05:30:00_1.0 sec_0.2",NA,NA
"5343","20250824_053000.WAV","3_AiAu06_DA","3_AiAu06_DA_480_part_1",05:30:00,2025-08-24,0,"1.0 sec","0.3","3_AiAu06_DA_480_part_1_2025-08-24_05:30:00_1.0 sec_0.3",NA,NA
"5344","20250824_053000.WAV","3_AiAu06_DA","3_AiAu06_DA_480_part_1",05:30:00,2025-08-24,0,"2.0 sec","0.1","3_AiAu06_DA_480_part_1_2025-08-24_05:30:00_2.0 sec_0.1",NA,NA
"5345","20250824_053000.WAV","3_AiAu06_DA","3_AiAu06_DA_480_part_1",05:30:00,2025-08-24,0,"2.0 sec","0.2","3_AiAu06_DA_480_part_1_2025-08-24_05:30:00_2.0 sec_0.2",NA,NA
"5346","20250824_053000.WAV","3_AiAu06_DA","3_AiAu06_DA_480_part_1",05:30:00,2025-08-24,0,"2.0 sec","0.3","3_AiAu06_DA_480_part_1_2025-08-24_05:30:00_2.0 sec_0.3",NA,NA
"5347","20250824_053000.WAV","4_ZdzE08_DA","4_ZdzE08_DA_480_part_1",05:30:00,2025-08-24,0,"0.5 sec","0.1","4_ZdzE08_DA_480_part_1_2025-08-24_05:30:00_0.5 sec_0.1",NA,NA
"5348","20250824_053000.WAV","4_ZdzE08_DA","4_ZdzE08_DA_480_part_1",05:30:00,2025-08-24,0,"0.5 sec","0.2","4_ZdzE08_DA_480_part_1_2025-08-24_05:30:00_0.5 sec_0.2",NA,NA
"5349","20250824_053000.WAV","4_ZdzE08_DA","4_ZdzE08_DA_480_part_1",05:30:00,2025-08-24,0,"0.5 sec","0.3","4_ZdzE08_DA_480_part_1_2025-08-24_05:30:00_0.5 sec_0.3",NA,NA
"5350","20250824_053000.WAV","4_ZdzE08_DA","4_ZdzE08_DA_480_part_1",05:30:00,2025-08-24,0,"1.0 sec","0.1","4_ZdzE08_DA_480_part_1_2025-08-24_05:30:00_1.0 sec_0.1",NA,NA
"5351","20250824_053000.WAV","4_ZdzE08_DA","4_ZdzE08_DA_480_part_1",05:30:00,2025-08-24,0,"1.0 sec","0.2","4_ZdzE08_DA_480_part_1_2025-08-24_05:30:00_1.0 sec_0.2",NA,NA
"5352","20250824_053000.WAV","4_ZdzE08_DA","4_ZdzE08_DA_480_part_1",05:30:00,2025-08-24,0,"1.0 sec","0.3","4_ZdzE08_DA_480_part_1_2025-08-24_05:30:00_1.0 sec_0.3",NA,NA
"5353","20250824_053000.WAV","4_ZdzE08_DA","4_ZdzE08_DA_480_part_1",05:30:00,2025-08-24,0,"2.0 sec","0.1","4_ZdzE08_DA_480_part_1_2025-08-24_05:30:00_2.0 sec_0.1",NA,NA
"5354","20250824_053000.WAV","4_ZdzE08_DA","4_ZdzE08_DA_480_part_1",05:30:00,2025-08-24,0,"2.0 sec","0.2","4_ZdzE08_DA_480_part_1_2025-08-24_05:30:00_2.0 sec_0.2",NA,NA
"5355","20250824_053000.WAV","4_ZdzE08_DA","4_ZdzE08_DA_480_part_1",05:30:00,2025-08-24,0,"2.0 sec","0.3","4_ZdzE08_DA_480_part_1_2025-08-24_05:30:00_2.0 sec_0.3",NA,NA
"5356","20250824_053000.WAV","5_ZdzE03_KZP","5_ZdzE03_KZP_480_part_1",05:30:00,2025-08-24,0,"0.5 sec","0.1","5_ZdzE03_KZP_480_part_1_2025-08-24_05:30:00_0.5 sec_0.1",NA,NA
"5357","20250824_053000.WAV","5_ZdzE03_KZP","5_ZdzE03_KZP_480_part_1",05:30:00,2025-08-24,0,"0.5 sec","0.2","5_ZdzE03_KZP_480_part_1_2025-08-24_05:30:00_0.5 sec_0.2",NA,NA
"5358","20250824_053000.WAV","5_ZdzE03_KZP","5_ZdzE03_KZP_480_part_1",05:30:00,2025-08-24,0,"0.5 sec","0.3","5_ZdzE03_KZP_480_part_1_2025-08-24_05:30:00_0.5 sec_0.3",NA,NA
"5359","20250824_053000.WAV","5_ZdzE03_KZP","5_ZdzE03_KZP_480_part_1",05:30:00,2025-08-24,0,"1.0 sec","0.1","5_ZdzE03_KZP_480_part_1_2025-08-24_05:30:00_1.0 sec_0.1",NA,NA
"5360","20250824_053000.WAV","5_ZdzE03_KZP","5_ZdzE03_KZP_480_part_1",05:30:00,2025-08-24,0,"1.0 sec","0.2","5_ZdzE03_KZP_480_part_1_2025-08-24_05:30:00_1.0 sec_0.2",NA,NA
"5361","20250824_053000.WAV","5_ZdzE03_KZP","5_ZdzE03_KZP_480_part_1",05:30:00,2025-08-24,0,"1.0 sec","0.3","5_ZdzE03_KZP_480_part_1_2025-08-24_05:30:00_1.0 sec_0.3",NA,NA
"5362","20250824_053000.WAV","5_ZdzE03_KZP","5_ZdzE03_KZP_480_part_1",05:30:00,2025-08-24,0,"2.0 sec","0.1","5_ZdzE03_KZP_480_part_1_2025-08-24_05:30:00_2.0 sec_0.1",NA,NA
"5363","20250824_053000.WAV","5_ZdzE03_KZP","5_ZdzE03_KZP_480_part_1",05:30:00,2025-08-24,0,"2.0 sec","0.2","5_ZdzE03_KZP_480_part_1_2025-08-24_05:30:00_2.0 sec_0.2",NA,NA
"5364","20250824_053000.WAV","5_ZdzE03_KZP","5_ZdzE03_KZP_480_part_1",05:30:00,2025-08-24,0,"2.0 sec","0.3","5_ZdzE03_KZP_480_part_1_2025-08-24_05:30:00_2.0 sec_0.3",NA,NA
"5365","20250824_053000.WAV","6_ZdzE07_KZP","6_ZdzE07_KZP_480_part_1",05:30:00,2025-08-24,0,"0.5 sec","0.1","6_ZdzE07_KZP_480_part_1_2025-08-24_05:30:00_0.5 sec_0.1",NA,NA
"5366","20250824_053000.WAV","6_ZdzE07_KZP","6_ZdzE07_KZP_480_part_1",05:30:00,2025-08-24,0,"0.5 sec","0.2","6_ZdzE07_KZP_480_part_1_2025-08-24_05:30:00_0.5 sec_0.2",NA,NA
"5367","20250824_053000.WAV","6_ZdzE07_KZP","6_ZdzE07_KZP_480_part_1",05:30:00,2025-08-24,0,"0.5 sec","0.3","6_ZdzE07_KZP_480_part_1_2025-08-24_05:30:00_0.5 sec_0.3",NA,NA
"5368","20250824_053000.WAV","6_ZdzE07_KZP","6_ZdzE07_KZP_480_part_1",05:30:00,2025-08-24,0,"1.0 sec","0.1","6_ZdzE07_KZP_480_part_1_2025-08-24_05:30:00_1.0 sec_0.1",NA,NA
"5369","20250824_053000.WAV","6_ZdzE07_KZP","6_ZdzE07_KZP_480_part_1",05:30:00,2025-08-24,0,"1.0 sec","0.2","6_ZdzE07_KZP_480_part_1_2025-08-24_05:30:00_1.0 sec_0.2",NA,NA
"5370","20250824_053000.WAV","6_ZdzE07_KZP","6_ZdzE07_KZP_480_part_1",05:30:00,2025-08-24,0,"1.0 sec","0.3","6_ZdzE07_KZP_480_part_1_2025-08-24_05:30:00_1.0 sec_0.3",NA,NA
"5371","20250824_053000.WAV","6_ZdzE07_KZP","6_ZdzE07_KZP_480_part_1",05:30:00,2025-08-24,0,"2.0 sec","0.1","6_ZdzE07_KZP_480_part_1_2025-08-24_05:30:00_2.0 sec_0.1",NA,NA
"5372","20250824_053000.WAV","6_ZdzE07_KZP","6_ZdzE07_KZP_480_part_1",05:30:00,2025-08-24,0,"2.0 sec","0.2","6_ZdzE07_KZP_480_part_1_2025-08-24_05:30:00_2.0 sec_0.2",NA,NA
"5373","20250824_053000.WAV","6_ZdzE07_KZP","6_ZdzE07_KZP_480_part_1",05:30:00,2025-08-24,0,"2.0 sec","0.3","6_ZdzE07_KZP_480_part_1_2025-08-24_05:30:00_2.0 sec_0.3",NA,NA
"5374","20250824_053000.WAV","7_ZdzE05_KZP","7_ZdzE05_KZP_480_part_1",05:30:00,2025-08-24,0,"0.5 sec","0.1","7_ZdzE05_KZP_480_part_1_2025-08-24_05:30:00_0.5 sec_0.1",NA,NA
"5375","20250824_053000.WAV","7_ZdzE05_KZP","7_ZdzE05_KZP_480_part_1",05:30:00,2025-08-24,0,"0.5 sec","0.2","7_ZdzE05_KZP_480_part_1_2025-08-24_05:30:00_0.5 sec_0.2",NA,NA
"5376","20250824_053000.WAV","7_ZdzE05_KZP","7_ZdzE05_KZP_480_part_1",05:30:00,2025-08-24,0,"0.5 sec","0.3","7_ZdzE05_KZP_480_part_1_2025-08-24_05:30:00_0.5 sec_0.3",NA,NA
"5377","20250824_053000.WAV","7_ZdzE05_KZP","7_ZdzE05_KZP_480_part_1",05:30:00,2025-08-24,0,"1.0 sec","0.1","7_ZdzE05_KZP_480_part_1_2025-08-24_05:30:00_1.0 sec_0.1",NA,NA
"5378","20250824_053000.WAV","7_ZdzE05_KZP","7_ZdzE05_KZP_480_part_1",05:30:00,2025-08-24,0,"1.0 sec","0.2","7_ZdzE05_KZP_480_part_1_2025-08-24_05:30:00_1.0 sec_0.2",NA,NA
"5379","20250824_053000.WAV","7_ZdzE05_KZP","7_ZdzE05_KZP_480_part_1",05:30:00,2025-08-24,0,"1.0 sec","0.3","7_ZdzE05_KZP_480_part_1_2025-08-24_05:30:00_1.0 sec_0.3",NA,NA
"5380","20250824_053000.WAV","7_ZdzE05_KZP","7_ZdzE05_KZP_480_part_1",05:30:00,2025-08-24,0,"2.0 sec","0.1","7_ZdzE05_KZP_480_part_1_2025-08-24_05:30:00_2.0 sec_0.1",NA,NA
"5381","20250824_053000.WAV","7_ZdzE05_KZP","7_ZdzE05_KZP_480_part_1",05:30:00,2025-08-24,0,"2.0 sec","0.2","7_ZdzE05_KZP_480_part_1_2025-08-24_05:30:00_2.0 sec_0.2",NA,NA
"5382","20250824_053000.WAV","7_ZdzE05_KZP","7_ZdzE05_KZP_480_part_1",05:30:00,2025-08-24,0,"2.0 sec","0.3","7_ZdzE05_KZP_480_part_1_2025-08-24_05:30:00_2.0 sec_0.3",NA,NA
"5383","20250824_053000.WAV","8_ZdzE09_DA","8_ZdzE09_DA_480_part_1",05:30:00,2025-08-24,0,"0.5 sec","0.1","8_ZdzE09_DA_480_part_1_2025-08-24_05:30:00_0.5 sec_0.1",NA,NA
"5384","20250824_053000.WAV","8_ZdzE09_DA","8_ZdzE09_DA_480_part_1",05:30:00,2025-08-24,0,"0.5 sec","0.2","8_ZdzE09_DA_480_part_1_2025-08-24_05:30:00_0.5 sec_0.2",NA,NA
"5385","20250824_053000.WAV","8_ZdzE09_DA","8_ZdzE09_DA_480_part_1",05:30:00,2025-08-24,0,"0.5 sec","0.3","8_ZdzE09_DA_480_part_1_2025-08-24_05:30:00_0.5 sec_0.3",NA,NA
"5386","20250824_053000.WAV","8_ZdzE09_DA","8_ZdzE09_DA_480_part_1",05:30:00,2025-08-24,0,"1.0 sec","0.1","8_ZdzE09_DA_480_part_1_2025-08-24_05:30:00_1.0 sec_0.1",NA,NA
"5387","20250824_053000.WAV","8_ZdzE09_DA","8_ZdzE09_DA_480_part_1",05:30:00,2025-08-24,0,"1.0 sec","0.2","8_ZdzE09_DA_480_part_1_2025-08-24_05:30:00_1.0 sec_0.2",NA,NA
"5388","20250824_053000.WAV","8_ZdzE09_DA","8_ZdzE09_DA_480_part_1",05:30:00,2025-08-24,0,"1.0 sec","0.3","8_ZdzE09_DA_480_part_1_2025-08-24_05:30:00_1.0 sec_0.3",NA,NA
"5389","20250824_053000.WAV","8_ZdzE09_DA","8_ZdzE09_DA_480_part_1",05:30:00,2025-08-24,0,"2.0 sec","0.1","8_ZdzE09_DA_480_part_1_2025-08-24_05:30:00_2.0 sec_0.1",NA,NA
"5390","20250824_053000.WAV","8_ZdzE09_DA","8_ZdzE09_DA_480_part_1",05:30:00,2025-08-24,0,"2.0 sec","0.2","8_ZdzE09_DA_480_part_1_2025-08-24_05:30:00_2.0 sec_0.2",NA,NA
"5391","20250824_053000.WAV","8_ZdzE09_DA","8_ZdzE09_DA_480_part_1",05:30:00,2025-08-24,0,"2.0 sec","0.3","8_ZdzE09_DA_480_part_1_2025-08-24_05:30:00_2.0 sec_0.3",NA,NA
"5392","20250824_053000.WAV","9_ZdzE01_DA","9_ZdzE01_DA_480_part_1",05:30:00,2025-08-24,0,"0.5 sec","0.1","9_ZdzE01_DA_480_part_1_2025-08-24_05:30:00_0.5 sec_0.1",NA,NA
"5393","20250824_053000.WAV","9_ZdzE01_DA","9_ZdzE01_DA_480_part_1",05:30:00,2025-08-24,0,"0.5 sec","0.2","9_ZdzE01_DA_480_part_1_2025-08-24_05:30:00_0.5 sec_0.2",NA,NA
"5394","20250824_053000.WAV","9_ZdzE01_DA","9_ZdzE01_DA_480_part_1",05:30:00,2025-08-24,0,"0.5 sec","0.3","9_ZdzE01_DA_480_part_1_2025-08-24_05:30:00_0.5 sec_0.3",NA,NA
"5395","20250824_053000.WAV","9_ZdzE01_DA","9_ZdzE01_DA_480_part_1",05:30:00,2025-08-24,0,"1.0 sec","0.1","9_ZdzE01_DA_480_part_1_2025-08-24_05:30:00_1.0 sec_0.1",NA,NA
"5396","20250824_053000.WAV","9_ZdzE01_DA","9_ZdzE01_DA_480_part_1",05:30:00,2025-08-24,0,"1.0 sec","0.2","9_ZdzE01_DA_480_part_1_2025-08-24_05:30:00_1.0 sec_0.2",NA,NA
"5397","20250824_053000.WAV","9_ZdzE01_DA","9_ZdzE01_DA_480_part_1",05:30:00,2025-08-24,0,"1.0 sec","0.3","9_ZdzE01_DA_480_part_1_2025-08-24_05:30:00_1.0 sec_0.3",NA,NA
"5398","20250824_053000.WAV","9_ZdzE01_DA","9_ZdzE01_DA_480_part_1",05:30:00,2025-08-24,0,"2.0 sec","0.1","9_ZdzE01_DA_480_part_1_2025-08-24_05:30:00_2.0 sec_0.1",NA,NA
"5399","20250824_053000.WAV","9_ZdzE01_DA","9_ZdzE01_DA_480_part_1",05:30:00,2025-08-24,0,"2.0 sec","0.2","9_ZdzE01_DA_480_part_1_2025-08-24_05:30:00_2.0 sec_0.2",NA,NA
"5400","20250824_053000.WAV","9_ZdzE01_DA","9_ZdzE01_DA_480_part_1",05:30:00,2025-08-24,0,"2.0 sec","0.3","9_ZdzE01_DA_480_part_1_2025-08-24_05:30:00_2.0 sec_0.3",NA,NA
"5401","20250824_060000.WAV","1_AiAu03_KZP","1_AiAu03_KZP_480_part_1",06:00:00,2025-08-24,0,"0.5 sec","0.1","1_AiAu03_KZP_480_part_1_2025-08-24_06:00:00_0.5 sec_0.1",NA,NA
"5402","20250824_060000.WAV","1_AiAu03_KZP","1_AiAu03_KZP_480_part_1",06:00:00,2025-08-24,0,"0.5 sec","0.2","1_AiAu03_KZP_480_part_1_2025-08-24_06:00:00_0.5 sec_0.2",NA,NA
"5403","20250824_060000.WAV","1_AiAu03_KZP","1_AiAu03_KZP_480_part_1",06:00:00,2025-08-24,0,"0.5 sec","0.3","1_AiAu03_KZP_480_part_1_2025-08-24_06:00:00_0.5 sec_0.3",NA,NA
"5404","20250824_060000.WAV","1_AiAu03_KZP","1_AiAu03_KZP_480_part_1",06:00:00,2025-08-24,0,"1.0 sec","0.1","1_AiAu03_KZP_480_part_1_2025-08-24_06:00:00_1.0 sec_0.1",NA,NA
"5405","20250824_060000.WAV","1_AiAu03_KZP","1_AiAu03_KZP_480_part_1",06:00:00,2025-08-24,0,"1.0 sec","0.2","1_AiAu03_KZP_480_part_1_2025-08-24_06:00:00_1.0 sec_0.2",NA,NA
"5406","20250824_060000.WAV","1_AiAu03_KZP","1_AiAu03_KZP_480_part_1",06:00:00,2025-08-24,0,"1.0 sec","0.3","1_AiAu03_KZP_480_part_1_2025-08-24_06:00:00_1.0 sec_0.3",NA,NA
"5407","20250824_060000.WAV","1_AiAu03_KZP","1_AiAu03_KZP_480_part_1",06:00:00,2025-08-24,0,"2.0 sec","0.1","1_AiAu03_KZP_480_part_1_2025-08-24_06:00:00_2.0 sec_0.1",NA,NA
"5408","20250824_060000.WAV","1_AiAu03_KZP","1_AiAu03_KZP_480_part_1",06:00:00,2025-08-24,0,"2.0 sec","0.2","1_AiAu03_KZP_480_part_1_2025-08-24_06:00:00_2.0 sec_0.2",NA,NA
"5409","20250824_060000.WAV","1_AiAu03_KZP","1_AiAu03_KZP_480_part_1",06:00:00,2025-08-24,0,"2.0 sec","0.3","1_AiAu03_KZP_480_part_1_2025-08-24_06:00:00_2.0 sec_0.3",NA,NA
"5410","20250824_060000.WAV","10_ZdzE06_KZP","10_ZdzE06_KZP_480_part_1",06:00:00,2025-08-24,0,"0.5 sec","0.1","10_ZdzE06_KZP_480_part_1_2025-08-24_06:00:00_0.5 sec_0.1",NA,NA
"5411","20250824_060000.WAV","10_ZdzE06_KZP","10_ZdzE06_KZP_480_part_1",06:00:00,2025-08-24,0,"0.5 sec","0.2","10_ZdzE06_KZP_480_part_1_2025-08-24_06:00:00_0.5 sec_0.2",NA,NA
"5412","20250824_060000.WAV","10_ZdzE06_KZP","10_ZdzE06_KZP_480_part_1",06:00:00,2025-08-24,0,"0.5 sec","0.3","10_ZdzE06_KZP_480_part_1_2025-08-24_06:00:00_0.5 sec_0.3",NA,NA
"5413","20250824_060000.WAV","10_ZdzE06_KZP","10_ZdzE06_KZP_480_part_1",06:00:00,2025-08-24,0,"1.0 sec","0.1","10_ZdzE06_KZP_480_part_1_2025-08-24_06:00:00_1.0 sec_0.1",NA,NA
"5414","20250824_060000.WAV","10_ZdzE06_KZP","10_ZdzE06_KZP_480_part_1",06:00:00,2025-08-24,0,"1.0 sec","0.2","10_ZdzE06_KZP_480_part_1_2025-08-24_06:00:00_1.0 sec_0.2",NA,NA
"5415","20250824_060000.WAV","10_ZdzE06_KZP","10_ZdzE06_KZP_480_part_1",06:00:00,2025-08-24,0,"1.0 sec","0.3","10_ZdzE06_KZP_480_part_1_2025-08-24_06:00:00_1.0 sec_0.3",NA,NA
"5416","20250824_060000.WAV","10_ZdzE06_KZP","10_ZdzE06_KZP_480_part_1",06:00:00,2025-08-24,0,"2.0 sec","0.1","10_ZdzE06_KZP_480_part_1_2025-08-24_06:00:00_2.0 sec_0.1",NA,NA
"5417","20250824_060000.WAV","10_ZdzE06_KZP","10_ZdzE06_KZP_480_part_1",06:00:00,2025-08-24,0,"2.0 sec","0.2","10_ZdzE06_KZP_480_part_1_2025-08-24_06:00:00_2.0 sec_0.2",NA,NA
"5418","20250824_060000.WAV","10_ZdzE06_KZP","10_ZdzE06_KZP_480_part_1",06:00:00,2025-08-24,0,"2.0 sec","0.3","10_ZdzE06_KZP_480_part_1_2025-08-24_06:00:00_2.0 sec_0.3",NA,NA
"5419","20250824_060000.WAV","2_AiAu09_DA","2_AiAu09_DA_480_part_1",06:00:00,2025-08-24,0,"0.5 sec","0.1","2_AiAu09_DA_480_part_1_2025-08-24_06:00:00_0.5 sec_0.1",NA,NA
"5420","20250824_060000.WAV","2_AiAu09_DA","2_AiAu09_DA_480_part_1",06:00:00,2025-08-24,0,"0.5 sec","0.2","2_AiAu09_DA_480_part_1_2025-08-24_06:00:00_0.5 sec_0.2",NA,NA
"5421","20250824_060000.WAV","2_AiAu09_DA","2_AiAu09_DA_480_part_1",06:00:00,2025-08-24,0,"0.5 sec","0.3","2_AiAu09_DA_480_part_1_2025-08-24_06:00:00_0.5 sec_0.3",NA,NA
"5422","20250824_060000.WAV","2_AiAu09_DA","2_AiAu09_DA_480_part_1",06:00:00,2025-08-24,0,"1.0 sec","0.1","2_AiAu09_DA_480_part_1_2025-08-24_06:00:00_1.0 sec_0.1",NA,NA
"5423","20250824_060000.WAV","2_AiAu09_DA","2_AiAu09_DA_480_part_1",06:00:00,2025-08-24,0,"1.0 sec","0.2","2_AiAu09_DA_480_part_1_2025-08-24_06:00:00_1.0 sec_0.2",NA,NA
"5424","20250824_060000.WAV","2_AiAu09_DA","2_AiAu09_DA_480_part_1",06:00:00,2025-08-24,0,"1.0 sec","0.3","2_AiAu09_DA_480_part_1_2025-08-24_06:00:00_1.0 sec_0.3",NA,NA
"5425","20250824_060000.WAV","2_AiAu09_DA","2_AiAu09_DA_480_part_1",06:00:00,2025-08-24,0,"2.0 sec","0.1","2_AiAu09_DA_480_part_1_2025-08-24_06:00:00_2.0 sec_0.1",NA,NA
"5426","20250824_060000.WAV","2_AiAu09_DA","2_AiAu09_DA_480_part_1",06:00:00,2025-08-24,0,"2.0 sec","0.2","2_AiAu09_DA_480_part_1_2025-08-24_06:00:00_2.0 sec_0.2",NA,NA
"5427","20250824_060000.WAV","2_AiAu09_DA","2_AiAu09_DA_480_part_1",06:00:00,2025-08-24,0,"2.0 sec","0.3","2_AiAu09_DA_480_part_1_2025-08-24_06:00:00_2.0 sec_0.3",NA,NA
"5428","20250824_060000.WAV","3_AiAu06_DA","3_AiAu06_DA_480_part_1",06:00:00,2025-08-24,0,"0.5 sec","0.1","3_AiAu06_DA_480_part_1_2025-08-24_06:00:00_0.5 sec_0.1",NA,NA
"5429","20250824_060000.WAV","3_AiAu06_DA","3_AiAu06_DA_480_part_1",06:00:00,2025-08-24,0,"0.5 sec","0.2","3_AiAu06_DA_480_part_1_2025-08-24_06:00:00_0.5 sec_0.2",NA,NA
"5430","20250824_060000.WAV","3_AiAu06_DA","3_AiAu06_DA_480_part_1",06:00:00,2025-08-24,0,"0.5 sec","0.3","3_AiAu06_DA_480_part_1_2025-08-24_06:00:00_0.5 sec_0.3",NA,NA
"5431","20250824_060000.WAV","3_AiAu06_DA","3_AiAu06_DA_480_part_1",06:00:00,2025-08-24,0,"1.0 sec","0.1","3_AiAu06_DA_480_part_1_2025-08-24_06:00:00_1.0 sec_0.1",NA,NA
"5432","20250824_060000.WAV","3_AiAu06_DA","3_AiAu06_DA_480_part_1",06:00:00,2025-08-24,0,"1.0 sec","0.2","3_AiAu06_DA_480_part_1_2025-08-24_06:00:00_1.0 sec_0.2",NA,NA
"5433","20250824_060000.WAV","3_AiAu06_DA","3_AiAu06_DA_480_part_1",06:00:00,2025-08-24,0,"1.0 sec","0.3","3_AiAu06_DA_480_part_1_2025-08-24_06:00:00_1.0 sec_0.3",NA,NA
"5434","20250824_060000.WAV","3_AiAu06_DA","3_AiAu06_DA_480_part_1",06:00:00,2025-08-24,0,"2.0 sec","0.1","3_AiAu06_DA_480_part_1_2025-08-24_06:00:00_2.0 sec_0.1",NA,NA
"5435","20250824_060000.WAV","3_AiAu06_DA","3_AiAu06_DA_480_part_1",06:00:00,2025-08-24,0,"2.0 sec","0.2","3_AiAu06_DA_480_part_1_2025-08-24_06:00:00_2.0 sec_0.2",NA,NA
"5436","20250824_060000.WAV","3_AiAu06_DA","3_AiAu06_DA_480_part_1",06:00:00,2025-08-24,0,"2.0 sec","0.3","3_AiAu06_DA_480_part_1_2025-08-24_06:00:00_2.0 sec_0.3",NA,NA
"5437","20250824_060000.WAV","4_ZdzE08_DA","4_ZdzE08_DA_480_part_1",06:00:00,2025-08-24,0,"0.5 sec","0.1","4_ZdzE08_DA_480_part_1_2025-08-24_06:00:00_0.5 sec_0.1",NA,NA
"5438","20250824_060000.WAV","4_ZdzE08_DA","4_ZdzE08_DA_480_part_1",06:00:00,2025-08-24,0,"0.5 sec","0.2","4_ZdzE08_DA_480_part_1_2025-08-24_06:00:00_0.5 sec_0.2",NA,NA
"5439","20250824_060000.WAV","4_ZdzE08_DA","4_ZdzE08_DA_480_part_1",06:00:00,2025-08-24,0,"0.5 sec","0.3","4_ZdzE08_DA_480_part_1_2025-08-24_06:00:00_0.5 sec_0.3",NA,NA
"5440","20250824_060000.WAV","4_ZdzE08_DA","4_ZdzE08_DA_480_part_1",06:00:00,2025-08-24,0,"1.0 sec","0.1","4_ZdzE08_DA_480_part_1_2025-08-24_06:00:00_1.0 sec_0.1",NA,NA
